1,132.8669618
2,91.51264502
3,14.11480903
4,301.381532
5,542.7185972
6,319.0809738
7,82.17709488
8,0.02353278
9,22.77493288
10,164.4636224
11,77.82130072
12,4.7820816
13,383.8542215
14,211.5334179
15,46.57936219
16,497.0982254
17,111.7363011
18,67.59518313
19,136.5975869
20,181.7886267
21,136.7154043
22,503.7152387
23,151.5260788
24,174.4105021
25,224.5989201
26,105.2781433
27,107.276764
28,99.03031178
29,695.1138086
30,104.4950858
31,70.11103735
32,503.952645
33,39.4691909
34,74.54140786
35,24.53903558
36,188.4766511
37,38.22202557
38,34.07144859
39,40.54365096
40,27.31502132
41,424.4909333
42,151.966282
43,258.1368903
44,301.5550873
45,74.04306079
46,374.0094902
47,1.7225433
48,176.3988615
49,330.0326724
50,111.4970587
51,26.04543844
52,71.48793537
53,47.10416333
54,552.0515848
55,146.2806727
56,302.1450158
57,209.2242752
58,400.3953113
59,50.31714418
60,289.3028739
61,27.65359154
62,98.12981869
63,56.7082741
64,629.0999128
65,130.0213819
66,36.39828592
67,203.2228466
68,140.4401388
69,7.34607629
70,212.1922645
71,233.3174817
72,22.95691967
73,128.2830496
74,8.66540931
75,63.14828334
76,159.86345
77,21.34809307
78,106.9723208
79,10.36805556
80,69.01226135
81,314.3435769
82,11.46192444
83,577.2711611
84,93.53613594
85,121.5512788
86,280.0107072
87,89.03156445
88,55.4568381
89,192.5619937
90,29.94428052
91,52.64733321
92,50.33360842
93,287.4459417
94,38.43771638
95,228.3124021
96,347.4843859
97,185.5379843
98,22.53371085
99,829.9644307
100,109.4779518
101,349.1196858
102,155.0838495
103,148.977246
104,66.77600984
105,19.57085092
106,262.8682238
107,125.9854693
108,184.2919195
109,230.9572974
110,65.95688668
111,67.63205043
112,134.9384037
113,4.58085668
114,1.04798122
115,14.37960349
116,622.616411
117,51.40838399
118,352.0953708
119,143.1698187
120,212.6128902
121,111.9242474
122,105.689999
123,38.01024528
124,122.1276237
125,48.23962947
126,81.28602236
127,77.15207691
128,49.39792178
129,47.10192533
130,62.5791869
131,47.07291825
132,165.5252587
133,57.96733679
134,113.443955
135,47.28666542
136,71.00681704
137,3.94664157
138,196.2327425
139,380.7801615
140,549.9250683
141,133.6931797
142,319.7682858
143,467.0697146
144,204.3636976
145,54.53030742
146,156.8851516
147,200.8819467
148,119.5472585
149,43.61352484
150,159.7104556
