1,99.30214
2,114.78962
3,104.01797
4,103.31259
5,102.55475
6,94.85311
7,103.42801
8,112.07881
9,106.02945
10,102.82778
11,99.21129
12,98.66266
13,107.63846
14,106.84086
15,110.13714
16,94.90181
17,102.06805
18,103.45303
19,112.69384
20,97.40557
21,114.81297
22,99.79015
23,95.67769
24,97.0916
25,95.34674
26,101.25542
27,103.63708
28,107.76936
29,95.9956
30,112.69923
31,105.1849
32,101.38509
33,98.34333
34,100.98569
35,95.65042
36,91.41192
37,111.96941
38,98.14833
39,112.9434
40,94.86568
41,99.12897
42,99.61843
43,101.52299
44,105.00096
45,104.19638
46,105.04094
47,100.17156
48,91.63127
49,98.30991
50,100.33682
51,103.12898
52,107.47062
53,106.22017
54,104.36039
55,105.39749
56,102.57758
57,106.13473
58,109.31239
59,102.42148
60,103.80111
61,104.39775
62,93.89125
63,103.53018
64,101.17651
65,110.63927
66,108.52799
67,98.96042
68,95.24022
69,96.3586
70,105.01174
71,105.67503
72,108.69906
73,112.32594
74,108.29725
75,103.64603
76,101.43627
77,116.33059
78,98.95457
79,94.5163
80,93.62205
81,106.09538
82,107.15326
83,100.81097
84,117.09128
85,106.54532
86,97.4561
87,103.07157
88,113.22794
89,99.5591
90,106.74716
91,97.70478
92,113.08623
93,109.80337
94,107.04505
95,105.92721
96,103.90845
97,93.64762
98,106.02384
99,113.84512
100,100.66068
101,100.40812
102,95.87546
103,101.01987
104,105.9593
105,100.2315
106,105.3948
107,95.23052
108,100.43645
109,100.14451
110,106.94422
111,104.14815
112,115.18671
113,103.75409
114,94.4987
115,111.82071
116,104.0699
117,97.19915
118,111.42069
119,114.0106
120,115.60197
121,110.77403
122,106.51292
123,103.8095
124,93.78769
125,109.31437
126,110.56624
127,100.10925
128,101.40149
129,100.83962
130,110.59613
131,107.63101
132,109.85716
133,106.04028
134,99.61368
135,102.76121
136,103.93171
137,106.78142
138,113.32092
139,109.98572
140,108.25039
141,96.44647
142,104.27349
143,107.94029
144,114.7139
145,100.71664
146,95.51907
147,93.75402
148,103.14398
149,98.61444
150,108.55643
